director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Craig Gillespie,913.0,453.0,176.0,1583.0,38384.0,88247036.0,263100,45661,2.0,750.0,67000000.0,8048.0,2409.0,27.6,8.44,64000
Paul McGuigan,1077.0,778.0,826.0,2941.0,59978.0,87971773.0,700128,92888,12.0,1883.0,234000000.0,14065.0,25186.0,47.6,16.45,53000
Michael Ritchie,90.0,285.0,69.0,1104.0,1688.0,87937142.0,60409,7256,5.0,181.0,53000000.0,5959.0,1449.0,18.6,5.55,517
Joel Edgerton,594.0,216.0,0.0,916.0,2000.0,87542582.0,159825,6430,2.0,558.0,10000000.0,4030.0,1124.0,14.2,4.7,30000
Ryan Murphy,345.0,262.0,1416.0,1061.0,11433.0,87328908.0,83493,21731,1.0,490.0,72000000.0,4016.0,8398.0,11.9,4.2,26000
Patricia Riggen,258.0,342.0,108.0,1323.0,4515.0,86471273.0,32900,12261,8.0,169.0,39000000.0,6038.0,3898.0,21.1,6.05,16000
Ric Roman Waugh,476.0,224.0,58.0,1748.0,24000.0,85838192.0,129495,31600,2.0,244.0,30000000.0,4026.0,2000.0,13.0,4.7,24000
Stephen Hillenburg,89.0,87.0,47.0,217.0,19000.0,85416609.0,58906,20097,0.0,186.0,30000000.0,2004.0,542.0,7.0,1.85,0
Trey Parker,455.0,271.0,1218.0,1006.0,2159.0,85365146.0,328481,6516,6.0,1796.0,52000000.0,6000.0,1521.0,21.2,6.05,0
David Wain,499.0,378.0,544.0,2473.0,8833.0,85258462.0,289755,19625,9.0,511.0,33250000.0,8041.0,3031.0,23.0,7.4,915
Mike Judge,520.0,346.0,1624.0,2576.0,38575.0,85148892.0,388767,63854,6.0,1315.0,30000000.0,8010.0,18436.0,27.4,7.4,95000
Sylvain White,299.0,206.0,82.0,1367.0,11997.0,84884176.0,94196,16385,1.0,327.0,39000000.0,4017.0,1499.0,11.6,4.7,0
Tod Williams,264.0,98.0,21.0,189.0,438.0,84749884.0,82133,1081,0.0,359.0,3000000.0,2010.0,332.0,5.7,1.85,14000
Norman Ferguson,105.0,88.0,3.0,40.0,1000.0,84300000.0,90360,1178,0.0,147.0,2600000.0,1940.0,48.0,7.5,1.37,0
Brian Gibson,47.0,236.0,26.0,645.0,23090.0,83935668.0,27437,27021,1.0,121.0,44000000.0,3989.0,2022.0,12.8,4.2,353
Niki Caro,417.0,356.0,153.0,971.0,10873.0,83566640.0,90527,22012,5.0,643.0,58000000.0,6022.0,9254.0,22.3,7.05,21000
Jim Abrahams,134.0,88.0,104.0,318.0,628.0,83400000.0,160281,2726,0.0,427.0,3500000.0,1980.0,575.0,7.8,1.85,16000
David Soren,166.0,96.0,13.0,463.0,16000.0,83024900.0,62424,17416,0.0,90.0,135000000.0,2013.0,881.0,6.5,2.35,13000
Richard Curtis,687.0,387.0,1884.0,1549.0,36565.0,82653773.0,611907,54797,12.0,1604.0,57000000.0,6025.0,15437.0,22.9,7.05,178000
Alan Parker,316.0,410.0,951.0,360.0,18933.0,82627204.0,134470,34083,2.0,777.0,130000000.0,5998.0,14259.0,21.1,6.55,0
Akiva Schaffer,641.0,292.0,246.0,1505.0,2118.0,82621847.0,268038,7036,13.0,563.0,136000000.0,6031.0,1616.0,18.1,7.05,30000
Richard Attenborough,191.0,677.0,0.0,929.0,30930.0,82541797.0,235371,35086,14.0,604.0,99000000.0,7939.0,2088.0,30.4,9.4,14000
Gabor Csupo,181.0,96.0,47.0,3000.0,14000.0,82234139.0,110390,28071,3.0,522.0,17000000.0,2007.0,11000.0,7.2,1.85,6000
Mathieu Kassovitz,371.0,199.0,652.0,926.0,35000.0,82119766.0,171080,38308,1.0,590.0,110000000.0,4011.0,1378.0,11.4,4.2,0
Gil Kenan,308.0,181.0,54.0,1185.0,25000.0,81532703.0,124045,32793,0.0,331.0,130000000.0,4014.0,2970.0,13.1,4.7,0
Henry Selick,384.0,193.0,506.0,694.0,3309.0,80689575.0,157401,6227,1.0,450.0,135000000.0,4010.0,1118.0,12.4,3.7,10683
Roger Kumble,301.0,279.0,48.0,1387.0,7044.0,80228423.0,207779,12682,7.0,1236.0,88500000.0,6011.0,1684.0,15.8,5.55,0
Howard Deutch,272.0,328.0,123.0,1975.0,32000.0,80212892.0,131080,45410,9.0,473.0,130000000.0,6012.0,6500.0,17.9,5.55,462
Gina Prince-Bythewood,248.0,350.0,321.0,2072.0,2557.0,79820312.0,44953,11621,6.0,209.0,33000000.0,6022.0,2101.0,21.4,4.2,0
John Polson,266.0,186.0,42.0,1099.0,22931.0,79661590.0,86505,27147,0.0,667.0,38500000.0,4007.0,1667.0,10.9,4.7,720
John Badham,84.0,114.0,139.0,793.0,2000.0,79568000.0,71842,4537,0.0,152.0,12000000.0,1983.0,883.0,7.1,1.85,0
Barbet Schroeder,312.0,331.0,174.0,1298.0,78000.0,78692160.0,101375,83219,3.0,664.0,140000000.0,5999.0,1885.0,18.1,5.55,555
Michael Pressman,68.0,88.0,34.0,445.0,642.0,78656813.0,42765,2501,0.0,93.0,25000000.0,1991.0,533.0,6.0,1.85,0
Harald Zwart,291.0,232.0,182.0,1434.0,6000.0,78450920.0,133783,13284,6.0,561.0,86000000.0,4016.0,2934.0,11.0,4.7,44542
Charles Stone III,127.0,222.0,60.0,919.0,1962.0,78198464.0,40813,6852,1.0,248.0,50000000.0,4006.0,1555.0,11.2,4.2,2491
Alex Kendrick,120.0,482.0,2356.0,546.0,2178.0,78148363.0,47854,4488,8.0,821.0,2620000.0,8028.0,941.0,27.1,7.9,10725
Simon Wells,256.0,184.0,50.0,535.0,1812.0,78064134.0,121377,4571,0.0,727.0,230000000.0,4013.0,1201.0,11.3,4.7,3000
Luc Jacquet,169.0,80.0,10.0,34.0,11000.0,77413017.0,45984,11218,0.0,331.0,8000000.0,2005.0,108.0,7.6,1.85,0
James Ivory,332.0,922.0,931.0,1231.0,26922.0,77159466.0,117381,32263,7.0,535.0,55400000.0,13966.0,2900.0,49.4,13.38,2872
Dennie Gordon,225.0,401.0,116.0,1974.0,16000.0,77146564.0,107803,23136,4.0,512.0,67700000.0,8021.0,2412.0,21.6,8.4,930
Luis Mandoki,191.0,233.0,86.0,642.0,18308.0,76843536.0,48628,21255,0.0,403.0,93000000.0,4000.0,937.0,11.7,4.2,689
James Frawley,63.0,95.0,21.0,842.0,1000.0,76657000.0,25498,5673,0.0,92.0,0.0,1979.0,985.0,7.7,1.85,0
Stig Bergqvist,41.0,78.0,0.0,786.0,971.0,76501438.0,8146,4527,0.0,49.0,30000000.0,2000.0,844.0,6.1,1.85,181
Jean-Marc Vallée,1008.0,332.0,636.0,2427.0,15000.0,76165854.0,458089,28524,2.0,692.0,55000000.0,6036.0,4820.0,22.4,7.05,103000
Paul King,224.0,95.0,17.0,594.0,838.0,76137505.0,49207,3697,0.0,174.0,55000000.0,2014.0,722.0,7.2,2.35,30000
Hideo Nakata,196.0,128.0,62.0,874.0,6000.0,75888270.0,71153,10163,0.0,560.0,0.0,2005.0,989.0,5.4,1.85,0
David Carson,98.0,118.0,18.0,906.0,1000.0,75668868.0,60504,6427,0.0,249.0,35000000.0,1994.0,946.0,6.6,2.35,0
Chris Rock,302.0,291.0,0.0,1655.0,16000.0,75616031.0,50584,23575,14.0,228.0,47200000.0,6024.0,2268.0,17.4,6.05,1126
John Stockwell,275.0,439.0,536.0,1738.0,287585.0,75519906.0,111317,294246,13.0,594.0,111000000.0,8024.0,2949.0,27.0,6.05,0
Chris Koch,123.0,190.0,26.0,828.0,1222.0,75417125.0,23432,4939,4.0,183.0,33000000.0,4003.0,997.0,10.5,3.7,401
Stefen Fangmeier,170.0,104.0,14.0,203.0,3000.0,75030163.0,108076,4487,0.0,1690.0,100000000.0,2006.0,762.0,5.1,2.35,0
Julie Taymor,532.0,499.0,1112.0,1293.0,17000.0,74726773.0,251521,21667,2.0,1355.0,122000000.0,8026.0,1836.0,27.6,8.9,28000
Victor Salva,401.0,314.0,324.0,847.0,1930.0,73669003.0,152418,5995,1.0,1476.0,37000000.0,6010.0,1028.0,19.0,6.55,0
Kevin Greutert,334.0,182.0,104.0,945.0,1446.0,73340268.0,144185,5079,0.0,473.0,31000000.0,4019.0,997.0,11.6,3.7,12000
Kelly Asbury,106.0,83.0,21.0,495.0,13000.0,73215310.0,44143,14261,0.0,216.0,80000000.0,2002.0,503.0,7.0,2.35,4000
Nelson McCormick,267.0,190.0,58.0,887.0,2812.0,72880720.0,51088,8159,0.0,379.0,20000000.0,4017.0,1223.0,9.5,4.7,1000
Jim Gillespie,206.0,195.0,26.0,1215.0,58000.0,72219395.0,125291,66087,2.0,561.0,72000000.0,3999.0,4854.0,10.9,4.7,448
Amy Heckerling,341.0,377.0,572.0,1778.0,3229.0,72098562.0,225127,11001,6.0,676.0,52500000.0,7989.0,2343.0,24.4,7.33,1000
Eli Roth,840.0,287.0,0.0,1628.0,2640.0,72008808.0,230271,9779,0.0,2064.0,20800000.0,6025.0,2233.0,16.7,7.05,12000
George Cukor,82.0,170.0,165.0,244.0,453.0,72000000.0,66959,1164,1.0,258.0,17000000.0,1964.0,272.0,7.9,2.2,0
Michael Tollin,124.0,217.0,38.0,1073.0,1973.0,71971376.0,45363,7575,3.0,303.0,69000000.0,4004.0,1716.0,11.8,3.7,476
Steve Beck,305.0,182.0,34.0,748.0,1534.0,71947276.0,141432,4106,0.0,952.0,55000000.0,4003.0,1180.0,11.0,3.18,0
Frederik Du Chau,107.0,188.0,14.0,1316.0,10984.0,71904629.0,23726,17185,0.0,153.0,40000000.0,4003.0,1842.0,11.4,3.7,771
Dan Trachtenberg,411.0,104.0,16.0,82.0,14000.0,71897215.0,126893,14504,0.0,440.0,15000000.0,2016.0,338.0,7.3,2.35,33000
Simon Wincer,181.0,409.0,92.0,2471.0,27460.0,71738839.0,77050,54682,3.0,445.0,109150000.0,7978.0,21084.0,22.5,8.4,387
Ron Underwood,233.0,305.0,93.0,1591.0,12651.0,71706195.0,133320,20011,1.0,500.0,201000000.0,5990.0,1801.0,16.5,5.55,11416
Gil Junger,179.0,192.0,38.0,1282.0,24000.0,71598914.0,252870,40550,7.0,713.0,66000000.0,4000.0,13691.0,12.0,4.2,10000
Andrés Muschietti,393.0,100.0,127.0,250.0,1000.0,71588220.0,134869,1949,1.0,304.0,20000000.0,2013.0,340.0,6.2,1.85,57000
Sharon Maguire,168.0,97.0,11.0,887.0,14000.0,71500556.0,171568,16999,3.0,571.0,26000000.0,2001.0,1000.0,6.7,2.35,0
Nimród Antal,561.0,288.0,570.0,834.0,139364.0,71409531.0,211013,143038,6.0,785.0,67000000.0,6032.0,1712.0,19.3,7.05,36000
Kevin Bray,157.0,181.0,20.0,459.0,12706.0,71342970.0,62811,15567,3.0,254.0,70000000.0,4006.0,1061.0,11.9,4.7,530
Mike McCoy,216.0,110.0,16.0,11.0,93.0,70011073.0,57996,146,0.0,349.0,12000000.0,2012.0,17.0,6.5,2.35,15000
Rian Johnson,771.0,233.0,0.0,948.0,23975.0,69987942.0,470653,40401,4.0,772.0,50000000.0,4020.0,13877.0,14.3,4.7,75000
Colin Higgins,11.0,114.0,19.0,842.0,1000.0,69700000.0,7748,3688,2.0,48.0,35000000.0,1982.0,883.0,5.8,2.35,0
Chris Noonan,203.0,179.0,216.0,339.0,1281.0,69575649.0,118299,2703,1.0,324.0,60000000.0,4001.0,510.0,13.8,4.2,5000
Scott Stewart,451.0,187.0,248.0,611.0,2865.0,69304706.0,177959,5306,0.0,548.0,86000000.0,4021.0,1291.0,10.9,4.7,20000
Michael Tiddes,257.0,264.0,267.0,1421.0,2428.0,69031344.0,58750,10342,12.0,208.0,11500000.0,6043.0,2003.0,13.3,3.7,11000
Roman Polanski,1426.0,757.0,12000.0,1743.0,56435.0,68683523.0,1030572,74516,6.0,2514.0,195300000.0,11995.0,13655.0,44.5,13.1,70000
Peter Howitt,423.0,385.0,116.0,646.0,2555.0,68669436.0,211826,5181,5.0,886.0,102000000.0,8006.0,1131.0,24.9,8.4,2702
Sidney Lumet,568.0,696.0,0.0,3234.0,27882.0,68314622.0,617978,51913,5.0,1629.0,69150000.0,11896.0,16902.0,43.1,10.91,57088
Richard Loncraine,356.0,307.0,36.0,2598.0,112000.0,68176655.0,113624,134675,5.0,567.0,87000000.0,6005.0,16000.0,19.6,7.05,773
John Schlesinger,205.0,313.0,462.0,921.0,1957.0,68129572.0,95822,6137,4.0,573.0,48600000.0,5965.0,1597.0,18.7,5.55,991
Mark Rosman,134.0,195.0,30.0,1332.0,2000.0,67678935.0,86388,7881,5.0,336.0,45000000.0,4009.0,1814.0,11.4,3.7,767
Neil LaBute,401.0,317.0,357.0,604.0,12136.0,67287398.0,82138,14890,5.0,595.0,46025000.0,6005.0,1631.0,19.7,6.55,944
Sofia Coppola,978.0,411.0,0.0,1769.0,27227.0,67156366.0,553933,47045,1.0,3185.0,57000000.0,8018.0,15004.0,27.7,7.4,17000
Jessie Nelson,226.0,239.0,48.0,591.0,10967.0,66555370.0,130988,13843,13.0,499.0,39000000.0,4016.0,1478.0,13.3,4.2,15000
Jimmy Hayward,296.0,172.0,78.0,926.0,14000.0,66287138.0,63771,17723,2.0,249.0,102000000.0,4023.0,1132.0,10.6,4.2,0
Terry Zwigoff,317.0,209.0,144.0,1288.0,20000.0,66258395.0,203944,37257,2.0,973.0,25000000.0,4004.0,12624.0,14.5,3.7,15000
Angela Robinson,167.0,192.0,46.0,1201.0,4660.0,66098797.0,48619,8557,4.0,303.0,53500000.0,4009.0,1407.0,10.0,4.2,2000
Gregory Jacobs,222.0,115.0,13.0,642.0,20000.0,66009973.0,38202,38963,3.0,135.0,14800000.0,2015.0,17000.0,5.7,2.35,41000
Sanaa Hamri,143.0,219.0,86.0,1219.0,1941.0,65608106.0,32407,7431,5.0,69.0,0.0,4018.0,1539.0,12.0,4.2,894
Dennis Iliadis,482.0,228.0,58.0,1232.0,1912.0,65443270.0,135646,7722,0.0,558.0,30000000.0,4018.0,1756.0,13.2,3.7,0
Hugh Hudson,142.0,239.0,92.0,541.0,1186.0,65343194.0,44251,3429,1.0,274.0,39500000.0,3981.0,952.0,12.8,4.2,314
Jason Moore,223.0,112.0,36.0,746.0,10000.0,64998368.0,213898,12676,4.0,250.0,17000000.0,2012.0,751.0,7.2,1.85,36000
Danny Leiner,256.0,171.0,16.0,1199.0,3982.0,64954539.0,271887,9568,4.0,785.0,22000000.0,4004.0,1663.0,12.6,3.22,0
Shekhar Kapur,448.0,363.0,477.0,1156.0,16288.0,64583631.0,158890,21047,4.0,840.0,115000000.0,6007.0,2310.0,20.9,6.05,0
Andrew Douglas,220.0,90.0,15.0,16000.0,87000.0,64255243.0,80903,120797,0.0,518.0,19000000.0,2005.0,17000.0,6.0,2.35,0
Peter Lepeniotis,121.0,85.0,7.0,691.0,14000.0,64238770.0,19547,18795,0.0,64.0,42000000.0,2014.0,3000.0,5.8,1.85,0
Steven Zaillian,237.0,243.0,468.0,1102.0,17000.0,63924359.0,44042,32327,1.0,359.0,115000000.0,4004.0,12552.0,12.7,4.2,1000
Jeff Wadlow,627.0,303.0,195.0,1237.0,21000.0,63642273.0,306544,26412,1.0,782.0,49000000.0,6026.0,2343.0,19.1,7.05,36816
Andrey Konchalovskiy,92.0,207.0,192.0,957.0,13887.0,63599176.0,77873,17160,1.0,173.0,145000000.0,3999.0,1435.0,10.7,4.7,788
Colin Strause,432.0,199.0,50.0,1334.0,1929.0,63168491.0,168988,8003,0.0,1942.0,50000000.0,4017.0,1668.0,9.1,4.7,13000
Robert Altman,429.0,352.0,1500.0,1803.0,24000.0,62931241.0,88392,30786,10.0,975.0,48800000.0,6003.0,2471.0,20.4,6.55,911
Mary Lambert,147.0,208.0,104.0,701.0,1446.0,62686677.0,67523,5299,4.0,333.0,26500000.0,3989.0,1283.0,11.2,3.7,157
George Nolfi,413.0,106.0,53.0,593.0,13000.0,62453315.0,200035,14607,2.0,407.0,50200000.0,2011.0,963.0,7.1,1.85,36000
Babak Najafi,225.0,99.0,24.0,864.0,18000.0,62401264.0,69484,20276,3.0,323.0,60000000.0,2016.0,992.0,5.9,2.35,28000
Terrence Malick,1074.0,598.0,0.0,2185.0,35468.0,62401175.0,383673,44405,0.0,3275.0,117000000.0,7992.0,2827.0,29.0,8.4,39000
Måns Mårlind,242.0,88.0,24.0,324.0,5000.0,62321039.0,117096,5861,1.0,271.0,70000000.0,2012.0,327.0,6.4,2.35,24000
Tom Tykwer,1239.0,637.0,3350.0,1353.0,21687.0,62085144.0,721194,31285,6.0,2227.0,205500000.0,10035.0,5534.0,36.1,11.25,152000
Salim Akil,134.0,228.0,140.0,1532.0,2000.0,61692863.0,13134,11763,15.0,107.0,23600000.0,4023.0,1788.0,11.4,4.2,0
Andrew Fleming,396.0,386.0,104.0,5527.0,18558.0,61589249.0,104276,39911,8.0,583.0,57000000.0,8010.0,9997.0,24.6,7.9,7590
Tom Hanks,293.0,247.0,30000.0,1374.0,30000.0,61375788.0,99516,45540,6.0,396.0,56000000.0,4007.0,9839.0,13.0,3.72,0
Stephen Kay,254.0,283.0,57.0,1299.0,31526.0,61343136.0,54951,35981,2.0,701.0,64000000.0,6002.0,1681.0,15.0,6.05,1765
Steve McQueen,1083.0,235.0,0.0,1226.0,15000.0,60668174.0,584571,19481,0.0,1070.0,26500000.0,4024.0,1558.0,15.4,4.7,106000
Michael McCullers,145.0,99.0,5.0,966.0,2000.0,60269340.0,34079,6930,2.0,97.0,30000000.0,2008.0,1000.0,6.0,1.85,0
Forest Whitaker,65.0,114.0,0.0,545.0,970.0,60033780.0,18973,2860,1.0,162.0,30000000.0,1998.0,631.0,5.9,1.85,0
Mike Binder,370.0,363.0,171.0,2374.0,12975.0,59993021.0,110851,23739,5.0,507.0,38000000.0,6026.0,4768.0,21.0,7.05,549
Jonathan Dayton,270.0,101.0,36.0,27.0,7000.0,59889948.0,355810,7227,1.0,889.0,8000000.0,2006.0,150.0,7.9,2.35,15000
Christopher Spencer,61.0,170.0,25.0,55.0,329.0,59696176.0,15448,775,1.0,174.0,22000000.0,2014.0,134.0,5.6,2.35,15000
Mark Pellington,321.0,236.0,178.0,837.0,12650.0,59591197.0,133657,15227,1.0,1051.0,53500000.0,4001.0,1078.0,13.7,4.7,0
Jodie Foster,589.0,292.0,0.0,1659.0,63000.0,59485071.0,68480,70862,2.0,327.0,68000000.0,6022.0,1940.0,20.0,6.55,17000
Kevin Macdonald,625.0,354.0,486.0,407.0,19021.0,59152478.0,285801,20989,4.0,742.0,6000000.0,6018.0,902.0,22.9,6.55,0
Brad Anderson,804.0,503.0,610.0,1309.0,47001.0,58918728.0,460716,52988,1.0,1453.0,35500000.0,10024.0,2359.0,34.3,10.75,44392
John Francis Daley,204.0,99.0,0.0,816.0,26000.0,58879132.0,66123,40312,4.0,219.0,31000000.0,2015.0,12000.0,6.1,2.35,28000
Ash Brannon,154.0,85.0,9.0,970.0,12000.0,58867694.0,54077,25590,0.0,112.0,100000000.0,2007.0,11000.0,6.8,1.85,0
David Cronenberg,1786.0,696.0,0.0,3346.0,35921.0,58792952.0,669387,60581,5.0,2863.0,126952000.0,13990.0,18502.0,49.8,12.88,42000
Bruce McCulloch,147.0,251.0,162.0,1546.0,9970.0,58576045.0,37469,16922,3.0,344.0,64000000.0,6003.0,1944.0,15.2,5.55,2430
Will Finn,155.0,164.0,12.0,1275.0,14000.0,58487343.0,18697,20553,1.0,142.0,180000000.0,4017.0,1513.0,11.0,1.78,5304
Jamie Blanks,221.0,195.0,18.0,1096.0,1665.0,58432773.0,68281,5902,5.0,797.0,24000000.0,3999.0,1445.0,10.2,4.7,0
Matthew O'Callaghan,87.0,78.0,5.0,1000.0,8000.0,58336565.0,12845,11124,0.0,118.0,50000000.0,2006.0,2000.0,6.6,1.85,624
Joseph L. Mankiewicz,72.0,251.0,311.0,595.0,940.0,57750000.0,21554,2957,2.0,192.0,31115000.0,1963.0,726.0,7.0,2.2,0
Ericson Core,326.0,228.0,38.0,1696.0,2000.0,57544444.0,67911,7924,2.0,326.0,210000000.0,4030.0,1794.0,10.6,4.7,74000
John Dahl,470.0,443.0,524.0,993.0,47497.0,57472209.0,209524,51041,5.0,888.0,119000000.0,8011.0,1432.0,27.2,9.6,830
Cal Brunker,83.0,89.0,7.0,91.0,3000.0,57011847.0,20615,3361,2.0,44.0,40000000.0,2013.0,190.0,5.9,2.35,0
David Hackl,208.0,189.0,86.0,486.0,3826.0,56729973.0,93015,6872,4.0,300.0,20800000.0,4023.0,1199.0,11.1,3.7,0
David F. Sandberg,159.0,81.0,26.0,300.0,2000.0,56536016.0,13523,3344,0.0,95.0,4900000.0,2016.0,509.0,6.9,2.35,0
Geoffrey Sax,239.0,194.0,26.0,541.0,15494.0,56518241.0,61964,17651,3.0,590.0,50000000.0,4011.0,852.0,10.6,4.7,823
Thea Sharrock,151.0,110.0,17.0,418.0,11000.0,56154094.0,44723,21852,0.0,130.0,20000000.0,2016.0,10000.0,7.6,2.35,51000
Brett Leonard,92.0,246.0,64.0,770.0,18535.0,56149000.0,51379,21881,1.0,184.0,40000000.0,3987.0,934.0,10.9,4.2,0
Preston A. Whitmore II,62.0,212.0,34.0,1167.0,1592.0,56131602.0,15235,8554,15.0,68.0,18600000.0,4013.0,1375.0,8.2,4.2,244
Steve Box,209.0,85.0,9.0,100.0,567.0,56068547.0,98160,1145,0.0,307.0,30000000.0,2005.0,269.0,7.5,1.85,0
Chris Butler,328.0,92.0,28.0,586.0,10000.0,55994557.0,72287,13597,0.0,176.0,60000000.0,2012.0,884.0,7.0,2.35,12000
Gary Shore,261.0,92.0,28.0,423.0,3000.0,55942830.0,138582,5178,1.0,423.0,70000000.0,2014.0,692.0,6.3,2.35,37000
Tommy Wirkola,573.0,189.0,150.0,480.0,10035.0,55723779.0,214469,12062,2.0,504.0,50800000.0,4022.0,536.0,12.5,4.2,68000
Vincent Ward,121.0,113.0,25.0,129.0,49000.0,55350897.0,83560,49631,1.0,619.0,85000000.0,1998.0,448.0,7.0,2.35,32000
Kevin Munroe,329.0,194.0,28.0,1002.0,11403.0,55315950.0,66812,18148,1.0,286.0,54000000.0,4017.0,4368.0,11.4,4.7,0
William Shatner,98.0,107.0,0.0,643.0,12000.0,55210049.0,43743,14710,1.0,293.0,27800000.0,1989.0,664.0,5.4,2.35,0
Mark A.Z. Dippé,70.0,98.0,20.0,968.0,2000.0,54967359.0,52805,7039,0.0,209.0,40000000.0,1997.0,2000.0,5.2,1.85,0
Fred Wolf,187.0,184.0,58.0,1338.0,16000.0,54800746.0,82540,23007,5.0,246.0,45000000.0,4016.0,1646.0,10.8,4.7,847
Nima Nourizadeh,229.0,93.0,166.0,281.0,971.0,54724272.0,157051,2043,0.0,261.0,12000000.0,2012.0,329.0,6.7,1.85,29000
James Watkins,623.0,186.0,86.0,677.0,24000.0,54328097.0,197560,26507,1.0,866.0,17000000.0,4020.0,1024.0,13.2,4.7,29000
Sean McNamara,156.0,209.0,160.0,1505.0,3000.0,54265404.0,58163,9700,1.0,326.0,33000000.0,4015.0,1667.0,13.0,4.7,16000
Fede Alvarez,543.0,96.0,201.0,58.0,394.0,54239856.0,125016,673,0.0,789.0,17000000.0,2013.0,150.0,6.5,2.35,70000
Luis Valdez,18.0,108.0,7.0,51.0,699.0,54215416.0,21409,936,1.0,63.0,6500000.0,1987.0,63.0,6.8,1.85,0
Peter Hedges,300.0,185.0,108.0,1531.0,4000.0,54213634.0,55433,12079,3.0,287.0,25300000.0,4015.0,2806.0,13.7,3.7,11000
William Malone,251.0,194.0,74.0,1140.0,2885.0,54054105.0,62626,7134,1.0,924.0,61000000.0,4001.0,1714.0,8.9,3.72,612
Peter MacDonald,84.0,87.0,10.0,349.0,13000.0,53715611.0,92106,14574,1.0,171.0,63000000.0,1988.0,1000.0,5.7,2.35,2000
Anton Corbijn,807.0,349.0,630.0,695.0,23823.0,53705048.0,188024,26642,5.0,764.0,39500000.0,6031.0,986.0,20.8,7.05,36000
Ted Demme,147.0,124.0,47.0,877.0,40000.0,52937130.0,198066,43453,1.0,426.0,30000000.0,2001.0,1000.0,7.6,2.35,13000
Sam Miller,89.0,177.0,24.0,349.0,1578.0,52607991.0,13487,2940,3.0,110.0,15700000.0,4012.0,374.0,11.5,2.35,108
Alejandro Agresti,175.0,99.0,18.0,211.0,18000.0,52320979.0,114321,18693,0.0,548.0,40000000.0,2006.0,426.0,6.8,2.35,0
Leigh Whannell,242.0,97.0,482.0,482.0,852.0,52200504.0,54190,2426,0.0,183.0,10000000.0,2015.0,542.0,6.1,2.35,29000
Ava DuVernay,401.0,225.0,302.0,1157.0,2000.0,52144030.0,62148,6890,2.0,222.0,20200000.0,4026.0,2000.0,14.0,4.7,22569
Gillian Armstrong,55.0,247.0,88.0,1143.0,24000.0,51511989.0,42272,31374,6.0,182.0,31000000.0,3991.0,4653.0,14.0,4.2,329
John Wells,497.0,222.0,106.0,8580.0,33000.0,51389138.0,129157,56616,4.0,414.0,45000000.0,4028.0,12000.0,13.9,4.7,55000
Denzel Washington,233.0,243.0,36000.0,1240.0,36000.0,51304289.0,74119,43201,1.0,277.0,27500000.0,4009.0,2638.0,14.9,4.7,0
Cory Edwards,142.0,80.0,19.0,854.0,11000.0,51053787.0,45900,14385,1.0,247.0,17500000.0,2005.0,979.0,6.5,1.85,0
Garth Jennings,276.0,109.0,37.0,651.0,11000.0,51019112.0,155745,14073,0.0,1053.0,50000000.0,2005.0,2000.0,6.8,2.35,10000
Stiles White,183.0,89.0,10.0,704.0,852.0,50820940.0,31915,5056,0.0,159.0,5000000.0,2014.0,707.0,4.4,2.35,18000
Sam Fell,118.0,93.0,18.0,903.0,9000.0,50818750.0,31209,13403,0.0,106.0,60000000.0,2008.0,2000.0,6.1,2.35,0
Graham Annable,219.0,96.0,7.0,642.0,874.0,50807639.0,40883,3151,3.0,122.0,60000000.0,2014.0,668.0,6.8,1.85,11000
Alexander Witt,191.0,98.0,38.0,706.0,14000.0,50740078.0,151580,16791,1.0,672.0,45000000.0,2004.0,919.0,6.2,2.35,0
Tom McCarthy,628.0,217.0,620.0,664.0,22745.0,50727556.0,253593,25477,2.0,695.0,20500000.0,4018.0,1001.0,15.8,3.7,80000
Mira Nair,470.0,599.0,1500.0,1474.0,3420.0,50511994.0,63300,8428,5.0,590.0,44000000.0,10002.0,2389.0,33.4,9.75,941
R.J. Cutler,141.0,107.0,15.0,602.0,17000.0,50461335.0,83893,20466,3.0,132.0,11000000.0,2014.0,1000.0,6.8,2.35,15000
Darren Grant,62.0,116.0,0.0,476.0,907.0,50382128.0,10472,2723,0.0,202.0,5500000.0,2005.0,637.0,5.6,1.85,0
Kevin Donovan,81.0,98.0,11.0,107.0,966.0,50189179.0,61966,2018,2.0,207.0,60000000.0,2002.0,680.0,5.3,1.85,797
Jorge R. Gutiérrez,156.0,95.0,34.0,679.0,17000.0,50150619.0,45580,19513,1.0,102.0,50000000.0,2014.0,995.0,7.3,2.35,18000
Rupert Wainwright,131.0,103.0,9.0,573.0,826.0,50041732.0,54390,3004,0.0,398.0,29000000.0,1999.0,724.0,6.2,2.35,0
Geoff Murphy,47.0,92.0,14.0,488.0,789.0,50024083.0,35918,2318,1.0,126.0,60000000.0,1995.0,520.0,5.4,1.85,1000
Anthony Hemingway,144.0,125.0,143.0,519.0,1000.0,49875589.0,28807,4416,0.0,273.0,58000000.0,2012.0,664.0,5.9,2.35,0
David S. Ward,57.0,107.0,42.0,808.0,1000.0,49797148.0,49007,3435,3.0,97.0,11000000.0,1989.0,854.0,7.2,1.85,0
