director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Larry Blamire,88.0,90.0,56.0,56.0,126.0,110536.0,4117,284,1.0,118.0,40000.0,2001.0,76.0,7.0,1.85,0
Yorgos Lanthimos,211.0,94.0,252.0,14.0,47.0,110197.0,44864,126,0.0,170.0,0.0,2009.0,37.0,7.3,2.35,13000
Rachel Perkins,33.0,88.0,3.0,38.0,46.0,110029.0,1388,225,7.0,31.0,6500000.0,2009.0,46.0,6.3,2.35,479
Bob Giraldi,39.0,99.0,34.0,120.0,388.0,110000.0,4359,1156,1.0,73.0,0.0,2000.0,159.0,7.3,1.85,495
Marc Schölermann,79.0,95.0,3.0,448.0,905.0,108662.0,26849,3185,0.0,107.0,8000000.0,2008.0,513.0,6.0,2.35,3000
Agnieszka Wojtowicz-Vosloo,138.0,104.0,0.0,329.0,14000.0,108229.0,30836,15860,1.0,137.0,4500000.0,2009.0,1000.0,5.9,2.35,7000
Andrea Di Stefano,106.0,120.0,30.0,55.0,14000.0,106869.0,13762,14492,1.0,39.0,17000000.0,2014.0,287.0,6.6,0.0,0
Adam Carolla,14.0,98.0,102.0,360.0,563.0,105943.0,1351,2628,0.0,11.0,1500000.0,2015.0,485.0,6.1,0.0,212
Justin Kerrigan,47.0,99.0,8.0,78.0,798.0,104257.0,19194,1430,2.0,160.0,2200000.0,1999.0,472.0,7.1,1.85,0
Goran Dukic,117.0,88.0,21.0,772.0,1000.0,104077.0,46076,4720,2.0,88.0,1000000.0,2006.0,835.0,7.4,1.78,11000
Tony Jaa,110.0,110.0,0.0,7.0,64.0,102055.0,24570,134,0.0,72.0,300000000.0,2008.0,45.0,6.2,2.35,0
Adam Rapp,50.0,98.0,9.0,405.0,11000.0,101228.0,7228,20009,4.0,53.0,3500000.0,2005.0,8000.0,6.4,1.85,414
Heidi Ewing,73.0,93.0,4.0,394.0,875.0,100675.0,5695,2305,0.0,23.0,3000000.0,2010.0,412.0,6.4,0.0,0
Hue Rhodes,45.0,85.0,0.0,966.0,22000.0,100669.0,2522,36885,1.0,11.0,3800000.0,2009.0,12000.0,5.8,2.35,407
Julio DePietro,22.0,90.0,0.0,617.0,806.0,100503.0,7759,3124,2.0,20.0,8000000.0,2009.0,690.0,5.9,1.85,1000
Jorge Ramírez Suárez,26.0,120.0,45.0,69.0,623.0,100412.0,2112,824,0.0,7.0,4000000.0,2013.0,85.0,7.7,2.35,0
Arjun Sablok,5.0,97.0,0.0,40.0,374.0,100358.0,1167,602,2.0,24.0,1500000.0,2005.0,145.0,3.3,2.35,66
Kief Davidson,43.0,93.0,0.0,0.0,20.0,100240.0,1220,28,0.0,11.0,1000000.0,2014.0,8.0,6.8,0.0,0
Reed Cowan,28.0,80.0,0.0,5.0,191.0,99851.0,1138,210,0.0,30.0,2500000.0,2010.0,12.0,7.1,1.78,0
Quentin Dupieux,230.0,82.0,248.0,196.0,353.0,98017.0,26185,1498,0.0,170.0,500000.0,2010.0,248.0,5.8,1.85,46000
Johnny Remo,2.0,112.0,74.0,891.0,260000.0,96734.0,606,263584,3.0,5.0,1000000.0,2012.0,984.0,5.6,1.85,706
Remo,15.0,160.0,168.0,71.0,733.0,95236.0,5018,1182,3.0,38.0,0.0,2013.0,168.0,6.4,0.0,1000
Kiyoshi Kurosawa,78.0,111.0,62.0,6.0,89.0,94596.0,6318,115,0.0,50.0,1000000.0,1997.0,13.0,7.4,1.85,817
Stefan Ruzowitzky,243.0,303.0,72.0,1009.0,16903.0,94252.0,44968,29470,2.0,236.0,45400000.0,6013.0,10605.0,16.9,7.05,753
Katherine Dieckmann,43.0,90.0,8.0,495.0,1000.0,92900.0,3662,3146,1.0,23.0,5000000.0,2009.0,893.0,4.7,1.85,546
Steven R. Monroe,225.0,105.0,68.0,374.0,635.0,92401.0,56402,2423,0.0,209.0,2000000.0,2010.0,445.0,6.3,2.35,17000
Barry Skolnick,54.0,99.0,0.0,798.0,26000.0,92191.0,29463,29325,1.0,84.0,2500000.0,2001.0,1000.0,6.5,1.85,0
David Pastor,130.0,84.0,10.0,394.0,3000.0,90820.0,35510,4368,0.0,119.0,0.0,2009.0,552.0,6.0,2.35,0
Giuseppe Tornatore,124.0,131.0,911.0,232.0,5000.0,85433.0,69676,5954,2.0,131.0,13500000.0,2013.0,234.0,7.8,2.35,31000
Doug Block,45.0,90.0,0.0,0.0,0.0,84689.0,695,0,2.0,16.0,0.0,2005.0,0.0,7.5,0.0,70
Gérard Krawczyk,40.0,94.0,7.0,17.0,235.0,81525.0,29392,303,1.0,91.0,15300000.0,2001.0,46.0,6.6,2.35,0
Richard Montoya,0.0,88.0,12.0,359.0,601.0,79043.0,85,2241,0.0,0.0,0.0,2013.0,371.0,6.3,0.0,358
Daryl Wein,22.0,88.0,38.0,211.0,331.0,76382.0,1194,1546,2.0,8.0,15000.0,2009.0,212.0,6.2,2.35,324
Alex Rivera,47.0,90.0,8.0,35.0,426.0,75727.0,5699,862,0.0,40.0,2500000.0,2008.0,399.0,5.9,1.85,0
Kate Connor,8.0,100.0,27.0,847.0,1000.0,73678.0,266,4374,1.0,8.0,3000000.0,2011.0,902.0,5.9,0.0,348
Ryûhei Kitamura,177.0,103.0,129.0,1000.0,14000.0,73548.0,47574,18639,0.0,209.0,15000000.0,2008.0,1000.0,6.1,2.35,0
Daniel Lee,97.0,205.0,20.0,67.0,504.0,72413.0,16738,1171,6.0,115.0,90000000.0,4023.0,490.0,12.3,4.7,314
Michael D. Sellers,18.0,100.0,0.0,249.0,640.0,71904.0,806,1491,1.0,18.0,2500000.0,2006.0,261.0,5.7,1.85,140
Stéphane Aubier,99.0,80.0,2.0,186.0,6000.0,71442.0,12029,6829,0.0,32.0,9600000.0,2012.0,637.0,7.9,1.85,0
Michael Clancy,27.0,85.0,0.0,742.0,11000.0,70527.0,7690,14656,6.0,68.0,6500000.0,2004.0,826.0,6.7,1.85,376
Neill Dela Llana,35.0,80.0,0.0,0.0,0.0,70071.0,589,0,0.0,35.0,7000.0,2005.0,0.0,6.3,0.0,74
Gary Sinyor,12.0,94.0,0.0,136.0,722.0,69582.0,867,1477,2.0,21.0,0.0,1998.0,338.0,6.4,1.85,109
Oren Moverman,217.0,105.0,38.0,706.0,12000.0,66637.0,29608,14462,0.0,92.0,6500000.0,2009.0,712.0,7.2,2.35,0
Hans Petter Moland,28.0,106.0,19.0,0.0,844.0,64148.0,2601,846,0.0,35.0,6500000.0,2000.0,2.0,7.3,1.85,260
Christian Volckman,112.0,105.0,2.0,69.0,805.0,63260.0,14325,1185,0.0,90.0,14000000.0,2006.0,306.0,6.7,2.35,0
Benjamin Dickinson,36.0,97.0,4.0,150.0,446.0,62480.0,1048,928,1.0,7.0,1000000.0,2015.0,171.0,5.5,2.39,793
E.L. Katz,193.0,88.0,3.0,307.0,3000.0,59379.0,12796,4729,3.0,52.0,200000.0,2013.0,982.0,6.8,2.35,0
Kurt Voss,12.0,88.0,0.0,3.0,268.0,58936.0,91,318,0.0,4.0,1200000.0,2001.0,44.0,6.1,1.78,27
Catherine Jelski,13.0,87.0,0.0,258.0,1000.0,58163.0,122,2359,0.0,3.0,0.0,2000.0,749.0,4.2,0.0,4
Panos Cosmatos,97.0,110.0,22.0,48.0,434.0,56129.0,6555,645,1.0,82.0,1100000.0,2010.0,95.0,6.1,2.35,0
Jugal Hansraj,6.0,93.0,32.0,24.0,532.0,55202.0,922,653,0.0,17.0,0.0,2008.0,85.0,5.3,2.35,39
Robert Moresco,26.0,107.0,53.0,463.0,954.0,53481.0,5557,2512,5.0,34.0,8000000.0,2006.0,551.0,6.4,2.35,294
Claudia Llosa,56.0,97.0,43.0,47.0,144.0,52961.0,2103,326,1.0,11.0,8000000.0,2014.0,63.0,5.3,2.35,675
James Mottern,46.0,90.0,7.0,711.0,87000.0,52166.0,2792,89263,3.0,22.0,2000000.0,2008.0,781.0,6.7,2.35,371
Arie Posin,74.0,108.0,3.0,436.0,710.0,49526.0,16299,2119,1.0,129.0,6800000.0,2005.0,697.0,7.0,2.35,1000
Johnnie To,98.0,110.0,143.0,76.0,155.0,49413.0,6919,398,0.0,26.0,35000000.0,2006.0,96.0,7.3,2.35,528
Vivek Agnihotri,4.0,160.0,5.0,219.0,724.0,49000.0,1524,2024,5.0,30.0,1500000.0,2005.0,668.0,4.8,0.0,31
Nick Tomnay,112.0,93.0,11.0,271.0,443.0,48430.0,20176,1452,1.0,73.0,500000.0,2010.0,298.0,6.8,1.85,0
Michael Kang,27.0,75.0,269.0,7.0,100.0,47111.0,1227,127,1.0,11.0,0.0,2005.0,8.0,6.8,1.85,62
Stephen Milburn Anderson,27.0,118.0,0.0,410.0,26000.0,46451.0,7663,27756,2.0,38.0,7000000.0,2010.0,854.0,6.0,1.85,694
Mary McGuckian,16.0,120.0,6.0,382.0,22000.0,42880.0,2919,23769,3.0,50.0,24000000.0,2004.0,670.0,5.1,1.85,181
Brandon Trost,66.0,82.0,32.0,128.0,968.0,40557.0,1389,2046,0.0,22.0,60000.0,2011.0,407.0,5.6,2.35,0
Jason Alexander,20.0,97.0,700.0,56.0,599.0,39852.0,1238,1030,1.0,25.0,3000000.0,1999.0,325.0,6.7,1.85,117
Guy Maddin,58.0,73.0,126.0,3.0,14.0,39659.0,1555,21,1.0,32.0,1600000.0,2002.0,4.0,7.0,1.85,131
Nacho Vigalondo,173.0,66.0,76.0,36.0,123.0,38108.0,40878,239,0.0,124.0,2600000.0,2007.0,76.0,7.2,1.85,0
Peter Stebbings,78.0,95.0,89.0,388.0,963.0,37606.0,31836,2658,0.0,90.0,3500000.0,2009.0,654.0,6.8,2.35,0
William H. Macy,44.0,105.0,0.0,394.0,745.0,37440.0,12672,1986,1.0,60.0,5000000.0,2014.0,508.0,7.5,0.0,0
Zak Penn,60.0,94.0,87.0,37.0,87.0,36830.0,3291,256,0.0,63.0,1400000.0,2004.0,70.0,6.6,1.85,400
S.R. Bindler,26.0,85.0,0.0,499.0,11000.0,36497.0,7367,14599,0.0,37.0,6000000.0,2008.0,826.0,4.7,1.85,850
Ben Wheatley,308.0,188.0,428.0,305.0,690.0,35906.0,28396,1634,4.0,231.0,500000.0,4020.0,352.0,12.8,2.35,535
Shane Dawson,6.0,93.0,247.0,152.0,247.0,35688.0,4167,954,4.0,72.0,600000.0,2014.0,217.0,5.1,0.0,0
Mor Loushy,23.0,84.0,0.0,0.0,3.0,34151.0,186,3,0.0,3.0,450000.0,2015.0,0.0,7.2,1.78,111
Julie Davis,5.0,86.0,12.0,117.0,238.0,33598.0,405,623,1.0,15.0,0.0,1997.0,166.0,5.4,0.0,97
Florence Ayisi,27.0,104.0,0.0,0.0,2.0,32631.0,291,2,1.0,8.0,0.0,2005.0,0.0,7.5,0.0,50
John H. Lee,2.0,115.0,32.0,29.0,14000.0,31662.0,90,14133,1.0,1.0,12620000.0,2016.0,81.0,6.8,0.0,139
Dito Montiel,62.0,90.0,68.0,642.0,17000.0,28870.0,14280,32814,5.0,41.0,15000000.0,2011.0,14000.0,5.1,2.35,0
George Ratliff,48.0,96.0,3.0,38.0,472.0,27445.0,3788,561,5.0,31.0,9000000.0,2011.0,39.0,5.3,1.85,1000
Mario Van Peebles,19.0,195.0,1070.0,1007.0,1668.0,27012.0,1524,5790,4.0,20.0,25000000.0,4024.0,1181.0,10.0,2.35,716
François Truffaut,35.0,123.0,0.0,21.0,963.0,26893.0,4391,1694,0.0,26.0,1600000.0,1969.0,710.0,7.2,2.35,278
Fritz Lang,260.0,145.0,756.0,18.0,136.0,26435.0,111841,203,1.0,413.0,6000000.0,1927.0,23.0,8.3,1.33,12000
Nick Love,127.0,198.0,126.0,597.0,2489.0,26345.0,19151,6088,6.0,122.0,3990000.0,4027.0,1207.0,11.0,2.35,549
Ari Kirschenbaum,8.0,84.0,0.0,36.0,169.0,25918.0,191,312,0.0,10.0,0.0,2002.0,80.0,5.8,1.78,7
Léa Pool,40.0,194.0,8.0,194.0,882.0,24784.0,1928,1554,1.0,38.0,13700000.0,4015.0,450.0,13.7,1.85,5392
Bradley Rust Gray,61.0,79.0,2.0,20.0,962.0,24705.0,1516,1054,0.0,10.0,0.0,2009.0,72.0,6.3,0.0,377
Eric Bress,185.0,120.0,19.0,829.0,8000.0,23947.0,357579,12755,0.0,1100.0,13000000.0,2004.0,902.0,7.7,1.85,15000
Ruairi Robinson,120.0,98.0,7.0,507.0,805.0,23838.0,28570,2271,0.0,160.0,7000000.0,2013.0,766.0,5.5,2.35,0
Gene Teigland,0.0,103.0,0.0,20.0,23.0,23616.0,94,85,4.0,4.0,600000.0,2007.0,20.0,5.6,1.78,11
Vicente Amorim,67.0,92.0,6.0,227.0,10000.0,23091.0,5664,11091,1.0,42.0,15000000.0,2008.0,304.0,6.2,2.35,921
Lloyd Kaufman,88.0,103.0,365.0,49.0,907.0,23000.0,5931,1411,0.0,58.0,500000.0,2006.0,365.0,6.2,1.85,0
Hitoshi Matsumoto,72.0,99.0,17.0,16.0,31.0,22770.0,1658,81,0.0,12.0,5500000.0,2013.0,17.0,6.1,1.85,543
Akiva Goldsman,189.0,118.0,167.0,778.0,20000.0,22451.0,41288,22447,0.0,126.0,60000000.0,2014.0,882.0,6.2,2.35,17000
Dan Zukovic,95.0,98.0,8.0,14.0,96.0,22434.0,334,196,1.0,17.0,0.0,1996.0,71.0,6.9,1.85,43
Catherine Gund,10.0,82.0,0.0,0.0,0.0,21199.0,40,0,1.0,10.0,500000.0,2014.0,0.0,6.8,0.0,44
Jake Paltrow,50.0,93.0,17.0,66.0,1000.0,20380.0,7519,1245,1.0,39.0,15000000.0,2007.0,165.0,5.9,1.85,445
Karim Aïnouz,70.0,106.0,19.0,9.0,585.0,20262.0,1738,629,2.0,10.0,4000000.0,2014.0,29.0,6.1,2.35,278
Kate Barker-Froyland,43.0,86.0,4.0,444.0,11000.0,20200.0,6797,12772,1.0,21.0,6000000.0,2014.0,485.0,5.8,0.0,0
Kat Coiro,18.0,100.0,28.0,501.0,945.0,20186.0,6025,2924,8.0,15.0,930000.0,2011.0,756.0,5.7,2.35,995
Dagur Kári,61.0,99.0,29.0,64.0,117.0,19959.0,3579,298,2.0,14.0,3800000.0,2009.0,64.0,6.9,2.35,0
Jonathan Kesselman,35.0,87.0,4.0,624.0,2000.0,19539.0,4182,6227,1.0,53.0,1000000.0,2003.0,1000.0,6.2,1.85,3000
Michael Meredith,23.0,91.0,7.0,875.0,12000.0,19348.0,2941,16118,2.0,11.0,10000000.0,2009.0,3000.0,5.5,2.35,370
Jim Mickle,215.0,98.0,53.0,65.0,530.0,18469.0,34263,1038,1.0,141.0,650000.0,2010.0,238.0,6.5,2.35,0
Pascal Arnold,14.0,95.0,0.0,164.0,533.0,18435.0,1010,1082,5.0,15.0,1400000.0,2006.0,323.0,5.8,1.85,104
Oliver Blackburn,114.0,99.0,4.0,201.0,1000.0,18378.0,9376,1558,0.0,74.0,900000.0,2008.0,233.0,5.2,1.85,0
Hilary Brougher,8.0,81.0,0.0,5.0,119.0,18195.0,336,154,0.0,7.0,250000.0,1997.0,24.0,6.3,1.85,67
Noah Buschel,66.0,95.0,8.0,399.0,529.0,17580.0,1268,2749,3.0,23.0,1500000.0,2009.0,423.0,6.2,1.85,195
Pan Nalin,34.0,217.0,190.0,0.0,0.0,16892.0,454,0,1.0,15.0,850000.0,4014.0,0.0,14.6,3.7,505
Klaus Menzel,13.0,103.0,34.0,227.0,811.0,16066.0,1207,1789,0.0,44.0,5000000.0,2004.0,522.0,3.3,2.35,40
John Duigan,16.0,102.0,18.0,186.0,670.0,15593.0,2295,1562,1.0,40.0,21000000.0,1999.0,419.0,5.8,1.85,284
Marianna Palka,38.0,86.0,123.0,782.0,3000.0,15542.0,6689,7144,0.0,51.0,0.0,2008.0,985.0,6.5,1.85,0
Arthur Hiller,29.0,86.0,71.0,385.0,795.0,15447.0,2971,2655,0.0,85.0,10000000.0,1997.0,474.0,3.5,1.85,89
Rich Christiano,16.0,95.0,14.0,221.0,284.0,15278.0,1742,1185,1.0,158.0,825000.0,2002.0,234.0,5.6,1.85,409
Christopher M. Bessette,6.0,88.0,0.0,57.0,978.0,15059.0,748,1443,2.0,8.0,0.0,2012.0,323.0,5.4,2.35,543
Sam Peckinpah,285.0,523.0,2164.0,1144.0,2803.0,14873.0,88303,9646,5.0,522.0,18399816.0,7877.0,1711.0,29.5,8.9,608
Timothy Hines,1.0,111.0,0.0,247.0,1000.0,14616.0,314,2059,1.0,10.0,12000000.0,2015.0,445.0,7.5,1.85,26000
Scott Ziehl,18.0,90.0,4.0,218.0,919.0,13493.0,531,2288,0.0,19.0,600000.0,1998.0,711.0,6.6,1.85,51
Simon Yin,20.0,102.0,0.0,46.0,473.0,13220.0,289,892,0.0,9.0,0.0,2012.0,303.0,3.9,0.0,115
Alex Smith,17.0,112.0,12.0,699.0,33000.0,13134.0,2004,35294,2.0,32.0,500000.0,2002.0,1000.0,6.1,2.35,183
Franck Khalfoun,279.0,89.0,33.0,118.0,470.0,12843.0,27297,1233,0.0,131.0,6000000.0,2012.0,378.0,6.1,2.35,0
Hunter Richards,34.0,92.0,11.0,1000.0,26000.0,12667.0,19336,39518,2.0,90.0,14000.0,2005.0,11000.0,6.6,2.35,0
Michael Roemer,24.0,95.0,0.0,87.0,581.0,12438.0,891,835,1.0,26.0,160000.0,1964.0,99.0,8.1,0.0,363
Sol Tryon,28.0,91.0,0.0,170.0,472.0,12055.0,739,1047,2.0,10.0,500000.0,2007.0,185.0,6.5,0.0,339
Benedikt Erlingsson,66.0,81.0,4.0,5.0,63.0,11835.0,1920,81,0.0,7.0,10000000.0,2013.0,10.0,6.9,2.35,1000
Sue Corcoran,8.0,96.0,14.0,6.0,361.0,11798.0,179,387,2.0,18.0,100000.0,2003.0,14.0,4.7,1.78,39
Claudia Sainte-Luce,50.0,89.0,0.0,3.0,31.0,11278.0,1229,58,0.0,2.0,1300000.0,2013.0,24.0,7.0,0.0,407
Damian Nieman,25.0,101.0,0.0,83.0,240.0,10696.0,10771,490,8.0,65.0,6800000.0,2003.0,83.0,6.4,2.35,413
Jennifer Wynne Farmer,2.0,107.0,0.0,236.0,752.0,10508.0,103,1763,4.0,6.0,700000.0,1998.0,282.0,6.5,0.0,102
Daniel Hsia,14.0,100.0,0.0,489.0,946.0,10443.0,1255,2386,5.0,9.0,0.0,2012.0,719.0,6.3,2.35,660
Eric Nicholas,71.0,78.0,0.0,61.0,262.0,10018.0,3228,509,0.0,31.0,1000000.0,2006.0,163.0,6.1,1.85,244
Georg Wilhelm Pabst,71.0,110.0,21.0,3.0,426.0,9950.0,7431,455,1.0,84.0,0.0,1929.0,20.0,8.0,1.33,926
Kay Pollak,34.0,133.0,10.0,19.0,690.0,9910.0,13543,774,15.0,94.0,25000000.0,2004.0,24.0,7.6,1.85,0
Ernie Barbarash,65.0,207.0,498.0,357.0,2294.0,8691.0,9051,3924,1.0,61.0,12000000.0,4029.0,582.0,10.9,1.85,0
James Bidgood,8.0,65.0,0.0,0.0,0.0,8231.0,803,0,1.0,16.0,27000.0,1971.0,0.0,6.7,1.37,85
Orson Welles,90.0,92.0,0.0,18.0,1000.0,7927.0,19236,1055,1.0,175.0,2300000.0,1947.0,29.0,7.7,1.37,0
James David Pasternak,17.0,85.0,0.0,924.0,49000.0,7826.0,132,54484,10.0,2.0,1200000.0,2007.0,931.0,6.2,0.0,87
Eric Styles,16.0,92.0,4.0,405.0,631.0,7680.0,704,2020,0.0,18.0,2000000.0,1999.0,443.0,6.4,0.0,100
Ramaa Mosley,62.0,101.0,6.0,727.0,975.0,6643.0,11965,4184,2.0,39.0,900000.0,2012.0,947.0,6.4,2.35,0
Hal Haberman,56.0,81.0,0.0,394.0,975.0,6387.0,4862,2694,0.0,37.0,1000000.0,2006.0,645.0,6.9,1.85,0
Sara Newens,18.0,80.0,0.0,0.0,0.0,5858.0,260,0,0.0,2.0,150000.0,2014.0,0.0,7.1,0.0,116
Eddie O'Flaherty,13.0,109.0,3.0,25.0,54.0,5199.0,720,185,0.0,23.0,200000.0,2004.0,53.0,6.6,2.35,30
Francesca Gregorini,21.0,96.0,15.0,357.0,433.0,5005.0,2280,1929,2.0,14.0,3000000.0,2009.0,396.0,5.9,0.0,448
Ralph Ziman,30.0,119.0,5.0,12.0,29.0,4958.0,9689,86,2.0,23.0,2000000.0,2008.0,18.0,7.8,2.35,1000
Dena Seidel,5.0,72.0,0.0,0.0,0.0,4914.0,123,0,0.0,2.0,150000.0,2015.0,0.0,7.0,0.0,215
Jonathan Newman,28.0,100.0,3.0,88.0,2000.0,4756.0,4191,2450,4.0,32.0,25000000.0,2013.0,228.0,5.4,2.35,0
Phil Morrison,41.0,107.0,17.0,322.0,594.0,4556.0,4478,2020,1.0,23.0,0.0,2013.0,591.0,5.6,0.0,825
Jeremy Degruson,60.0,85.0,0.0,11.0,324.0,4091.0,4265,369,0.0,16.0,34000000.0,2013.0,15.0,6.3,2.35,0
Ruba Nadda,36.0,93.0,55.0,5.0,223.0,4063.0,2086,242,3.0,20.0,4000000.0,2012.0,11.0,5.2,2.35,657
Tom Sanchez,1.0,110.0,0.0,0.0,3.0,3830.0,27,5,3.0,1.0,1200000.0,2013.0,2.0,7.2,0.0,75
Álex de la Iglesia,71.0,104.0,275.0,102.0,439.0,3607.0,22753,940,4.0,94.0,10000000.0,2008.0,161.0,6.1,2.35,0
Bruce McDonald,178.0,95.0,49.0,57.0,413.0,3478.0,22212,721,0.0,142.0,1500000.0,2008.0,98.0,6.7,2.35,0
Robert Fontaine,4.0,125.0,7.0,17.0,128.0,3330.0,22,214,0.0,1.0,2100000.0,2015.0,22.0,7.2,2.35,305
André Téchiné,66.0,105.0,25.0,98.0,963.0,2874.0,1219,1375,1.0,14.0,0.0,2009.0,168.0,6.0,2.35,120
Adam Goldberg,22.0,111.0,1000.0,127.0,2000.0,2580.0,1618,2564,2.0,40.0,1650000.0,2003.0,163.0,5.4,2.35,63
Bruce Dellis,10.0,95.0,0.0,309.0,685.0,2468.0,241,2048,3.0,5.0,300000.0,2014.0,665.0,4.8,1.85,261
Paul Bunnell,94.0,106.0,5.0,356.0,416.0,2436.0,344,1611,2.0,19.0,2000000.0,2012.0,403.0,5.7,2.35,655
U. Roberto Romano,3.0,80.0,6.0,0.0,0.0,2245.0,57,0,0.0,2.0,560000.0,2011.0,0.0,7.2,0.0,88
John D. Hancock,4.0,110.0,44.0,221.0,644.0,1711.0,82,1440,0.0,1.0,0.0,2015.0,503.0,6.6,0.0,175
Boris Rodriguez,56.0,83.0,5.0,98.0,413.0,1521.0,1231,843,0.0,10.0,1500000.0,2012.0,197.0,5.7,0.0,932
Alex Craig Mann,29.0,87.0,38.0,445.0,552.0,1332.0,2038,2251,6.0,20.0,500000.0,2012.0,533.0,4.6,2.35,898
Ricki Stern,11.0,106.0,15.0,0.0,2.0,1111.0,771,2,0.0,10.0,200000.0,2006.0,0.0,7.7,1.66,246
Ian Fitzgibbon,54.0,88.0,11.0,415.0,1000.0,828.0,5133,2728,8.0,31.0,0.0,2009.0,418.0,6.4,2.35,663
Robert Sarkies,43.0,100.0,0.0,3.0,109.0,728.0,2776,122,0.0,22.0,0.0,2006.0,10.0,7.3,1.85,285
Frank Whaley,9.0,96.0,436.0,4.0,474.0,703.0,480,920,3.0,21.0,1500000.0,2001.0,436.0,5.4,1.85,47
Ekachai Uekrongtham,66.0,96.0,3.0,305.0,2000.0,162.0,5228,2802,5.0,38.0,9000000.0,2014.0,368.0,5.7,2.35,0
Zoran Lisinac,17.0,108.0,0.0,142.0,431.0,0.0,330,1087,3.0,2.0,250000.0,2013.0,297.0,7.1,1.85,231
Roland Suso Richter,33.0,90.0,3.0,327.0,1000.0,0.0,9296,2310,2.0,57.0,8800000.0,2004.0,900.0,6.1,2.35,458
Stefan C. Schaefer,21.0,90.0,0.0,360.0,898.0,0.0,982,2116,1.0,12.0,1000000.0,2011.0,395.0,5.7,1.66,370
Shintaro Shimosawa,38.0,106.0,29.0,571.0,14000.0,0.0,6935,27660,3.0,50.0,11000000.0,2016.0,12000.0,5.3,2.35,0
Wajahat Rauf,6.0,0.0,3.0,4.0,7.0,0.0,876,19,9.0,15.0,1000000.0,2015.0,5.0,7.0,0.0,259
Terron R. Parsons,13.0,93.0,9.0,133.0,743.0,0.0,485,1527,0.0,5.0,60000.0,2012.0,413.0,3.4,1.78,284
Tom Seidman,4.0,98.0,3.0,104.0,337.0,0.0,450,694,2.0,10.0,250000.0,2010.0,168.0,6.2,0.0,0
Tom Walsh,2.0,98.0,2.0,53.0,729.0,0.0,50,1092,4.0,3.0,20000000.0,2014.0,282.0,4.8,0.0,70
Scott Smith,1.0,87.0,2.0,318.0,637.0,0.0,629,2283,2.0,6.0,0.0,2013.0,470.0,7.7,0.0,84
Shyam Madiraju,5.0,90.0,0.0,708.0,1000.0,0.0,1351,3799,2.0,4.0,0.0,2015.0,800.0,4.8,0.0,452
Sarik Andreasyan,30.0,94.0,9.0,262.0,4000.0,0.0,12372,9432,1.0,42.0,10000000.0,2014.0,4000.0,5.2,0.0,0
Timothy Woodward Jr.,6.0,97.0,764.0,492.0,835.0,0.0,735,2882,3.0,18.0,1500000.0,2015.0,522.0,3.1,2.35,402
Wade Gasque,13.0,75.0,0.0,46.0,267.0,0.0,683,488,2.0,8.0,100000.0,2014.0,87.0,6.8,1.78,182
Shinji Aramaki,62.0,115.0,21.0,47.0,173.0,0.0,8227,386,0.0,28.0,30000000.0,2013.0,59.0,6.5,2.35,0
Travis Legge,3.0,173.0,276.0,214.0,677.0,0.0,306,1460,1.0,9.0,62000.0,4024.0,298.0,6.5,4.13,439
Wayne Thornley,39.0,83.0,0.0,700.0,12000.0,0.0,5203,15680,0.0,11.0,20000000.0,2012.0,857.0,5.8,1.78,1000
Russell Friedenberg,27.0,93.0,9.0,485.0,708.0,0.0,133,2870,0.0,2.0,2000000.0,2015.0,571.0,3.6,0.0,135
Simeon Rice,6.0,93.0,6.0,56.0,393.0,0.0,95,792,1.0,3.0,1500000.0,2014.0,191.0,5.5,2.35,307
Simon Napier-Bell,0.0,81.0,0.0,8.0,674.0,0.0,7,712,0.0,0.0,2000000.0,2015.0,27.0,7.4,0.0,0
Tony Krantz,53.0,113.0,15.0,491.0,647.0,0.0,6267,2439,0.0,103.0,1800000.0,2007.0,642.0,5.3,2.35,368
Scott Mann,88.0,186.0,16.0,1116.0,44000.0,0.0,32391,48308,2.0,114.0,38000000.0,4030.0,2000.0,12.2,4.7,0
William Eubank,161.0,97.0,18.0,236.0,852.0,0.0,48236,1922,0.0,180.0,4000000.0,2014.0,680.0,6.1,2.35,10000
Tanner Beard,2.0,108.0,531.0,894.0,10000.0,0.0,583,15707,1.0,14.0,2000000.0,2011.0,1000.0,4.4,0.0,651
Tony Giglio,66.0,100.0,6.0,209.0,331.0,0.0,5012,1082,1.0,47.0,2600000.0,2007.0,272.0,5.3,1.85,254
Tung-Shing Yee,53.0,119.0,3.0,19.0,556.0,0.0,9177,996,4.0,53.0,15000000.0,2009.0,353.0,7.1,2.35,821
Tommy Oliver,6.0,90.0,66.0,734.0,904.0,0.0,122,5435,4.0,3.0,1000000.0,2013.0,782.0,7.1,0.0,181
Sean Byrne,182.0,84.0,18.0,35.0,399.0,0.0,27781,644,1.0,104.0,0.0,2009.0,129.0,6.7,2.35,0
Éric Tessier,9.0,99.0,0.0,6.0,50.0,0.0,1003,79,0.0,5.0,3200000.0,2003.0,16.0,6.6,1.85,39
